Player.Name,season,defence_def_rtg,predicted_defensive_score,offence,predicted_offensive_score,player_name
aguek-arop-1,2018-19,1488.6400000000003,1805.3279947688798,54.87,119.06539468744654,aguek-arop-1_2018-19
aguek-arop-1,2019-20,990.04,1827.7960576341256,33.15,99.43798468557975,aguek-arop-1_2019-20
aguek-arop-1,2020-21,1619.2,1530.453365208029,167.04,56.73178135726181,aguek-arop-1_2020-21
aguek-arop-1,2021-22,1628.4699999999998,1916.794008910123,269.79,170.49632787909138,aguek-arop-1_2021-22
aguir-agau-1,2018-19,1994.1,1886.6419494808206,-121.6,45.18194062205481,aguir-agau-1_2018-19
aher-uguak-1,2018-19,1581.25,1713.9552681402638,327.8,10.568543359180751,aher-uguak-1_2018-19
aher-uguak-1,2019-20,1393.8200000000002,1720.8402527884782,237.12,250.2408717904433,aher-uguak-1_2019-20
ahmad-clark-1,2018-19,1821.4,1714.1066756381233,-8.06,19.440597472615252,ahmad-clark-1_2018-19
ahmad-frost-1,2018-19,1385.6700000000003,1352.640382584238,-406.26,-322.64702296795207,ahmad-frost-1_2018-19
ahmard-harvey-1,2019-20,1542.28,1991.0073301953944,-92.5,-47.8966295111353,ahmard-harvey-1_2019-20
ahmard-harvey-1,2020-21,2733.4,1859.136068726506,-155.7,-176.11126852799984,ahmard-harvey-1_2020-21
ahmir-langlais-1,2020-21,2379.25,2304.487995468985,-56.35000000000001,-147.6766642302499,ahmir-langlais-1_2020-21
ahmir-langlais-1,2021-22,2719.9,2133.325054665147,-52.96000000000001,-16.44099139138308,ahmir-langlais-1_2021-22
ahren-freeman-1,2019-20,2049.0,1798.6814581145518,-229.2,-126.07063026813489,ahren-freeman-1_2019-20
ahren-freeman-1,2020-21,2405.5,1802.9734712475174,-53.13,-195.2469812672154,ahren-freeman-1_2020-21
ahron-ulis-1,2020-21,1427.6400000000003,1223.6885111180063,26.8,158.73938177810226,ahron-ulis-1_2020-21
ahron-ulis-1,2021-22,1014.4,1456.6061691447967,-21.680000000000003,140.9903440893026,ahron-ulis-1_2021-22
ahsan-asadullah-1,2018-19,3127.34,2505.018673335183,389.02,137.90412869598987,ahsan-asadullah-1_2018-19
ahsan-asadullah-1,2019-20,2555.5000000000005,2797.524425720567,190.84000000000003,380.20031324900606,ahsan-asadullah-1_2019-20
ahsan-asadullah-1,2020-21,3123.6800000000003,2370.285238284412,160.16,216.88411198496556,ahsan-asadullah-1_2020-21
ahsan-asadullah-1,2021-22,2566.63,2604.4957151111266,-125.18,239.83721608337032,ahsan-asadullah-1_2021-22
aidan-igiehon-1,2021-22,2534.56,2232.7915027651416,-49.5,-21.571324845456786,aidan-igiehon-1_2021-22
aidan-prukop-1,2020-21,1301.52,1445.1589162944665,-108.23999999999998,-170.65237386329505,aidan-prukop-1_2020-21
aidan-saunders-1,2018-19,1602.6,1395.4855144635499,-141.95,-196.21542408932498,aidan-saunders-1_2018-19
aidas-kavaliauskas-1,2018-19,1311.4,1383.4936771927946,-247.45,-98.88619969216899,aidas-kavaliauskas-1_2018-19
airion-simmons-1,2019-20,2301.05,2427.1275076468073,68.76,30.81152255929908,airion-simmons-1_2019-20
airion-simmons-1,2020-21,2647.15,2166.874818403362,269.46000000000004,61.54198951706002,airion-simmons-1_2020-21
airion-simmons-1,2021-22,2167.92,2447.3883480556597,30.3,240.8277661867303,airion-simmons-1_2021-22
aj-banks-1,2018-19,1586.5,1513.3539728108008,-133.39999999999998,-29.961582466822392,aj-banks-1_2018-19
aj-braun-1,2021-22,1972.8400000000004,1833.0882686986142,-41.04,-75.96267982307711,aj-braun-1_2021-22
aj-brodeur-1,2018-19,2360.1400000000003,2313.7915699290133,668.04,442.5603765279336,aj-brodeur-1_2018-19
aj-burgin-1,2021-22,1950.37,1541.1528782959595,-251.22,-139.83867530419803,aj-burgin-1_2021-22
aj-caldwell-1,2018-19,1839.2,1457.415100623381,111.3,-58.12189057587375,aj-caldwell-1_2018-19
aj-caldwell-1,2019-20,1855.58,1682.182705113256,24.03,92.89175721507519,aj-caldwell-1_2019-20
aj-caldwell-1,2020-21,1286.0,1723.7773548445275,50.60999999999999,41.16293647520399,aj-caldwell-1_2020-21
aj-caldwell-1,2021-22,1832.96,1407.911630581335,-50.11999999999999,61.97623760652243,aj-caldwell-1_2021-22
aj-clayton-1,2021-22,2120.35,1896.8227024097541,34.02,-7.953454368198493,aj-clayton-1_2021-22
aj-farrar-1,2018-19,2386.22,2354.3332924451443,-54.34,75.21164964754786,aj-farrar-1_2018-19
aj-green-1,2018-19,1032.0,1399.2139362379003,230.36,51.37796101360192,aj-green-1_2018-19
aj-hoggard-1,2020-21,1434.44,1550.3397733471656,181.8,155.3234117959031,aj-hoggard-1_2020-21
aj-hoggard-1,2021-22,1619.54,1478.2034312492915,422.24,339.8674375398075,aj-hoggard-1_2021-22
aj-lawson-1,2019-20,1647.3000000000002,1539.0171588415415,-454.46,-236.6981027660132,aj-lawson-1_2019-20
aj-lawson-1,2020-21,1425.16,1640.832530633429,-223.56,-252.059479689408,aj-lawson-1_2020-21
aj-lawson-12,2018-19,1469.53,1657.2435803181043,311.75,315.4818344226329,aj-lawson-12_2018-19
aj-lawson-12,2019-20,1595.95,1565.2643877198125,431.75,306.3748101160422,aj-lawson-12_2019-20
aj-oliverii-1,2019-20,1119.25,1581.7049492633369,-60.3,51.110472872734704,aj-oliverii-1_2019-20
aj-oliverii-1,2020-21,1242.2,1308.7816207598225,-186.48,-9.440887479959883,aj-oliverii-1_2020-21
aj-oliverii-1,2021-22,1695.6,1455.295469162697,-33.54,-174.75387254837403,aj-oliverii-1_2021-22
aj-reeves-1,2018-19,1466.2,1612.4911754241039,152.52,203.91534515243723,aj-reeves-1_2018-19
aj-reeves-1,2019-20,1336.6,1569.4271410577421,200.2,202.2240240688833,aj-reeves-1_2019-20
aj-reeves-1,2020-21,1133.92,1482.3296019947811,278.78,246.21206011535537,aj-reeves-1_2020-21
aj-turner-1,2018-19,1207.7,1304.7869274366644,46.88,178.94648481142633,aj-turner-1_2018-19
aj-walker-1,2018-19,1730.8,1234.2452326629873,-45.48,-23.734102929281732,aj-walker-1_2018-19
aj-walker-1,2019-20,1497.3,1516.3311483036068,-36.44,81.41314843333254,aj-walker-1_2019-20
aj-walker-1,2020-21,1129.88,1476.43919638828,-79.5,54.1079992765695,aj-walker-1_2020-21
aj-wilson-2,2018-19,2508.1200000000003,2335.3922561744303,255.67,57.33134355970088,aj-wilson-2_2018-19
aj-wilson-2,2019-20,2309.6,2422.510555917066,-52.7,258.46528738370523,aj-wilson-2_2019-20
aj-wilson-2,2020-21,1722.2800000000002,2052.879917386226,98.4,20.685870589166086,aj-wilson-2_2020-21
ajang-aguek-1,2019-20,1918.16,1654.6657848221312,-211.86,-39.507202282739286,ajang-aguek-1_2019-20
ajang-aguek-1,2020-21,2026.54,1908.2913676438811,-77.72,-115.3285969430149,ajang-aguek-1_2020-21
ajani-kennedy-1,2018-19,2146.1,2014.8265391064433,-497.42,-11.651656912029921,ajani-kennedy-1_2018-19
ajare-sanni-1,2018-19,1326.7,1223.2001273693195,77.69999999999999,-25.418161590602267,ajare-sanni-1_2018-19
ajare-sanni-1,2020-21,1288.42,1362.7003766820267,25.55,83.65648600503658,ajare-sanni-1_2020-21
ajare-sanni-1,2021-22,1486.32,1371.3112437432087,-66.99,28.5003256655163,ajare-sanni-1_2021-22
ajay-mitchell-1,2021-22,1228.2,1210.3853615514813,416.16,50.33238323131934,ajay-mitchell-1_2021-22
